Id,eTag,Title,Subtitle,Author,Publisher,Published-Date,Description,ISBN_10,ISBN_13,PageCount,Categories,Language,Sale_Info,Saleability,isEBook,epub,pdf,Access_Info,Viewability,PublicDomain
rNFLBAAAQBAJ,ULHAZMyR0Fo,Oxford Handbook of Clinical Diagnosis,,"Huw Llewelyn, Hock Aun Ang, Keir E. Lewis, Anees Al-Abdullah","Oxford University Press, USA",2014,"This handbook describes the diagnostic process clearly and logically, aiding medical students and others who wish to improve their diagnostic performance and to learn more about the diagnostic process.",019967986X,9780199679867,683,Medical,en,VN,NOT_FOR_SALE,False,False,True,VN,PARTIAL,False
MvqjNAAACAAJ,lkLyjeWxKis,Smart Moves,Why Learning is Not All in Your Head,Carla Hannaford,,2005,"Now newly enlarged and updated, this groundbreaking book presents the body's role in thinking and learning in a popular readable style, thoroughly supported by scientific research. Biologist and educator Carla Hannaford tells us why we must move, and shows us how to move to fully activate our potential as learners. With over 100,000 copies sold, and translations in nine languages, Smart Moves is having a great and growing impact on learners of all ages, from the gifted to the so-called learning-disabled. Book jacket.",0915556375,9780915556373,0,Education,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
n6W1BAAAQBAJ,jBXONgujWE0,"Creative Interventions with Traumatized Children, Second Edition",,Cathy A. Malchiodi,Guilford Publications,2014-10-02,"A trusted, bestselling resource, this volume demonstrates a range of creative approaches for facilitating children's emotional reparation and recovery from trauma. Experts in play, art, music, movement, and drama therapy, as well as bibliotherapy, describe step-by-step strategies for working with children, families, and groups. Rich with case material and artwork, the book is both practical and user-friendly. Specific types of stressful experiences include parental loss, child abuse, family violence, bullying, and mass trauma. Important developments in neurobiology, self-regulation, and resilience and posttraumatic growth are highlighted in this substantial revision. New to This Edition: *Chapters on art therapy and EMDR, body maps and dissociation, sandtray play, resiliency-based movement therapy, work with clay, mindfulness, and stress reduction with music therapy. *Updated and expanded discussions of trauma-informed therapy and the neurobiological basis for creative interventions. *The chapter on mass violence has been extensively rewritten with new case material on the Sandy Hook school shooting.",1462518168,9781462518166,385,Psychology,en,VN,NOT_FOR_SALE,False,False,False,VN,PARTIAL,False
amGNEAAAQBAJ,WLp+2ygvX1I,The Science of Trust,Emotional Attunement For Couples,John M. Gottman,National Geographic Books,2011-04-19,"An eminent therapist explains what makes couples compatible and how to sustain a happy marriage. For the past thirty-five years, John Gottman’s research has been internationally recognized for its unprecedented ability to precisely measure interactive processes in couples and to predict the long-term success or failure of relationships. In this groundbreaking book, he presents a new approach to understanding and changing couples: a fundamental social skill called “emotional attunement,” which describes a couple’s ability to fully process and move on from negative emotional events, ultimately creating a stronger relationship. Gottman draws from this longitudinal research and theory to show how emotional attunement can downregulate negative affect, help couples focus on positive traits and memories, and even help prevent domestic violence. He offers a detailed intervention devised to cultivate attunement, thereby helping couples connect, respect, and show affection. Emotional attunement is extended to tackle the subjects of flooding, the story we tell ourselves about our relationship, conflict, personality, changing relationships, and gender. Gottman also explains how to create emotional attunement when it is missing, to lay a foundation that will carry the relationship through difficult times. Gottman encourages couples to cultivate attunement through awareness, tolerance, understanding, non-defensive listening, and empathy. These qualities, he argues, inspire confidence in couples, and the sense that despite the inevitable struggles, the relationship is enduring and resilient. This book, an essential follow-up to his 1999 The Marriage Clinic, offers therapists, students, and researchers detailed intervention for working with couples, and offers couples a roadmap to a stronger future together.",0393705951,9780393705959,0,Psychology,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
UWKzEAAAQBAJ,Do6yWsf0P80,Freedom from Pain,Discover Your Body's Power to Overcome Physical Pain,"Peter A. Levine, Ph.D., Maggie Phillips, Ph.D.",,2012-05,"The Somatic Experiencing process, pioneered by Peter A. Levine, was met with skepticism 30 years ago. Today, it is dramatically changing the way that psychotherapists treat trauma through its natural, somatic release. In this original audio adaptation of their new book, Levine and pain relief expert Maggie Phillips apply their combined clinical experience to offer a complete series of guided practices that have helped thousands to alleviate and often completely recover from chronic pain even when conventional medical approaches alone have not been effective.",1604076631,9781604076639,0,Health & Fitness,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
LT5SuQEACAAJ,woo54BodQpg,From Here to Eternity,Travelling the World to Find the Good Death,Caitlin Doughty,Weidenfeld & Nicolson,2019-01-24,"As a practising mortician, Caitlin Doughty has long been fascinated by our pervasive terror of dead bodies. In From Here to Eternity she sets out in search of cultures unburdened by such fears. With curiosity and morbid humour, Doughty introduces us to inspiring death-care innovators, participates in powerful death practices almost entirely unknown in the West and explores new spaces for mourning - including a futuristic glowing-Buddha columbarium in Japan, a candlelit Mexican cemetery, and America's only open-air pyre. In doing so she expands our sense of what it means to treat the dead with 'dignity' and reveals unexpected possibilities for our own death rituals.",1474606539,9781474606530,0,Biography & Autobiography,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
jZseAAAAQBAJ,oiHGXJcvwmM,Oxford Handbook of Obstetrics and Gynaecology,,"Sally Collins, Sabaratnam Arulkumaran, Kevin Hayes, Simon Jackson, Lawrence Impey","Oxford University Press, USA",2013-07-25,This third edition of the highly-regarded handbook in obstetrics and gynaecology serves as a practical guide for diagnosing and managing common problems and emergencies. It is essential for everyone working in the field.,0199698406,9780199698400,857,Medical,en,VN,NOT_FOR_SALE,False,False,True,VN,PARTIAL,False
y-xvDwAAQBAJ,f8OzTvtWXrQ,Healing ADD Revised Edition,The Breakthrough Program that Allows You to See and Heal the 7 Types of ADD,"Daniel G. Amen, M.D.",Penguin,2013-12-03,"A revised edition of the New York Times bestseller that will help you conquer ADD—from the author of The End of Mental Illness. Attention deficit disorder (ADD) is a national health crisis that continues to grow—yet it remains one of the most misunderstood and incorrectly treated illnesses today. Neuropsychiatrist Daniel G. Amen, MD was one of the first to identify that there are multiple types beyond just purely hyperactive or inattentive ADD, each requiring a different treatment. Now, in this all-new, revised edition, Dr. Amen again employs the latest medical advances in the field, including the largest brain imaging study ever completed on patients with ADD, to identify, examine, and demystify the 7 distinct types of ADD and their specific treatments. With updated recommendations for nutraceuticals and/or medications targeted to brain type, diet, exercise, lifestyle interventions, cognitive reprogramming, parenting and educational strategies, neurofeedback, and more, Dr. Amen’s revolutionary approach provides a treatment program that can lead sufferers of ADD to a normal, peaceful, and fully functional life. Sufferers from ADD often say, “The harder I try, the worse it gets.” Dr. Amen tells them, for the first time, why, and more importantly how to heal ADD.",0425269973,9780425269978,466,Psychology,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
C0tMjwEACAAJ,RqqnJklwWcY,Nursing and Midwifery Research,Methods and Appraisal for Evidence Based Practice,"Zevia Schneider, Dean Whitehead, Geri LoBiondo-Wood, Judith Haber",,2016-02-26,"""This text has been fully revised and updated to include the latest developments in Australian and New Zealand nursing and midwifery practice. It is an essential guide to developing research skills, critically appraising research literature and applying research outcomes to practice."" -- Publisher.",0729542300,9780729542302,0,Australia,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
WA3dwAEACAAJ,7INJvbUCPxU,I Found My Tribe,,Ruth Fitzmaurice,Chatto & Windus,2017-07-06,"***Winner of the Bord Gáis Energy Irish Book Awards - Newcomer of the Year*** 'One of the year's most arresting, humbling and acute memoirs. It is a catch-in-the-throat, life-affirming work that you want to gulp down in one and recommend to all your friends. Fitzmaurice tells her story in sparkling prose that is as sinewy as her new sea-strengthened body, and as admirable and boundless as her spirit' Sunday Times Ruth's tribe are her lively children and her filmmaker husband, Simon, who has Motor Neurone Disease and can only communicate with his eyes. Ruth's other 'tribe' are the friends who gather at the cove in Greystones, Co. Wicklow, and regularly throw themselves into the freezing cold water, just for kicks. 'The Tragic Wives' Swimming Club', as they jokingly call themselves, meet to cope with the extreme challenges life puts in their way, not to mention the monster waves rolling over the horizon. Swimming is just one of the daily coping strategies as Ruth fights to preserve the strong but now silent connection with her husband. As she tells the story of their marriage, via diagnosis to their current precarious situation, Ruth also charts her passion for sea swimming - culminating in a midnight swim under the full moon on her wedding anniversary. An invocation to all of us to love as hard as we can, and live even harder, I Found My Tribe is an urgent and uplifting letter to a husband, family, friends, the natural world and the brightness of life.",1784741477,9781784741471,208,Amyotrophic lateral sclerosis,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
dpmyoAEACAAJ,CyFe0eKpQrI,Understanding and Treating Chronic Shame,A Relational/Neurobiological Approach,Patricia A. DeYoung,Routledge,2015-02-09,"Chronic shame is painful, corrosive, and elusive. It resists self-help and undermines even intensive psychoanalysis. Patricia A. DeYoung's cutting-edge book gives chronic shame the serious attention it deserves, integrating new brain science with an inclusive tradition of relational psychotherapy. She looks behind the myriad symptoms of shame to its relational essence. As DeYoung describes how chronic shame is wired into the brain and developed in personality, she clarifies complex concepts and makes them available for everyday therapy practice. Grounded in clinical experience and alive with case examples, Understanding and Treating Chronic Shame is highly readable and immediately helpful. Patricia A. DeYoung's clear, engaging writing helps readers recognize the presence of shame in the therapy room, think through its origins and effects in their clients' lives, and decide how best to work with those clients. Therapists will find that Understanding and Treating Chronic Shame enhances the scope of their practice and efficacy with this client group, which comprises a large part of most therapy practices. Challenging, enlightening, and nourishing, this book belongs in the library of every shame-aware therapist.",1138831204,9781138831209,206,Psychology,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
rayqhfjmDIgC,A8hCKTSl0Bw,How God Changes Your Brain,Breakthrough Findings from a Leading Neuroscientist,"Andrew Newberg, M.D., Mark Robert Waldman",Ballantine Books,2010-03-23,"God is great—for your mental, physical, and spiritual health. Based on new evidence culled from brain-scan studies, a wide-reaching survey of people’s religious and spiritual experiences, and the authors’ analyses of adult drawings of God, neuroscientist Andrew Newberg and therapist Mark Robert Waldman offer the following breakthrough discoveries: • Not only do prayer and spiritual practice reduce stress, but just twelve minutes of meditation per day may slow down the aging process. • Contemplating a loving God rather than a punitive God reduces anxiety and depression and increases feelings of security, compassion, and love. • Fundamentalism, in and of itself, can be personally beneficial, but the prejudice generated by extreme beliefs can permanently damage your brain. • Intense prayer and meditation permanently change numerous structures and functions in the brain, altering your values and the way you perceive reality. Both a revelatory work of modern science and a practical guide for readers to enhance their physical and emotional health, How God Changes Your Brain is a first-of-a-kind book about faith that is as credible as it is inspiring.",0345503422,9780345503428,369,Psychology,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
cjHCLaetUWIC,reoOK9M2h/Q,Stiff: The Curious Lives of Human Cadavers,,Mary Roach,W. W. Norton & Company,2004-04-27,"A look inside the world of forensics examines the use of human cadavers in a wide range of endeavors, including research into new surgical procedures, space exploration, and a Tennessee human decay research facility.",0393324826,9780393324822,305,Medical,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
AAZGobMNTXgC,4GuRC3grU6w,Basic Epidemiology,,"R. Bonita, R. Beaglehole, Tord Kjellström, World Health Organization",World Health Organization,2006,"Basic epidemiology provides an introduction to the core principles and methods of epidemiology, with a special emphasis on public health applications in developing countries. This edition includes chapters on the nature and uses of epidemiology; the epidemiological approach to defining and measuring the occurrence of health-related states in populations; the strengths and limitations of epidemiological study designs; and the role of epidemiology in evaluating the effectiveness and efficiency of health care. The book has a particular emphasis on modifiable environmental factors and encourages the application of epidemiology to the prevention of disease and the promotion of health, including environmental and occupational health.",9241547073,9789241547079,227,Medical,en,VN,NOT_FOR_SALE,False,False,True,VN,PARTIAL,False
BN9BZCNVdDUC,q3CI2AEkRIU,From Fatigued to Fantastic!,A Clinically Proven Program to Regain Vibrant Health and Overcome Chronic Fatigue and Fibromyalgia,Jacob Teitelbaum,Penguin,2007,"This new, completely updated third edition of Dr. Teitelbaums bestselling book incorporates the latest advances in science and technology to help alleviate the baffling, often dismissed, symptoms associated with severe, almost unrelenting fatigue.",1583332898,9781583332894,452,Health & Fitness,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
fSD4AleRYdQC,dQgBxvBMQ18,Break Free from OCD,Overcoming Obsessive Compulsive Disorder with CBT,"Fiona Challacombe, Victoria Bream Oldfield, Paul M. Salkovskis",Random House,2011,"We all occasionally worry that we might have left the gas on or the window open, not washed our hands thoroughly or forgotten to lock the front door. But do these kinds of thoughts play on your mind, or become obsessive? If so, you are not alone.",0091939690,9780091939694,306,Cognitive therapy,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
uJ_CoAEACAAJ,IcYe2IFPz7M,Sapiens,A Brief History of Humankind,Yuval Noah Harari,Vintage Books,2015-04-01,"THE SUNDAY TIMES BESTSELLER Planet Earth is 4.5 billion years old. In just a fraction of that time, one species among countless others has conquered it. Us. We are the most advanced and most destructive animals ever to have lived. What makes us brilliant? What makes us deadly? What makes us Sapiens? In this bold and provocative book, Yuval Noah Harari explores who we are, how we got here and where weâe(tm)re going. Sapiens is a thrilling account of humankindâe(tm)s extraordinary history âe"" from the Stone Age to the Silicon Age âe"" and our journey from insignificant apes to rulers of the world âe~It tackles the biggest questions of history and of the modern world, and it is written in unforgettably vivid language. You will love it!âe(tm) Jared Diamond, author of Guns, Germs and Steel For more, visit www.ynharari.com",0099590085,9780099590088,512,History,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
fDDWDQAAQBAJ,Difigmf9ggI,When Breath Becomes Air,,Paul Kalanithi,Random House,2017-01-03,"THE NEW YORK TIMES NUMBER ONE BESTSELLER THE SUNDAY TIMES NUMBER ONE BESTSELLER 'Finishing this book and then forgetting about it is simply not an option...Unmissable' New York Times At the age of thirty-six, on the verge of completing a decade's training as a neurosurgeon, Paul Kalanithi was diagnosed with inoperable lung cancer. One day he was a doctor treating the dying, the next he was a patient struggling to live. When Breath Becomes Air chronicles Kalanithi's transformation from a medical student asking what makes a virtuous and meaningful life into a neurosurgeon working in the core of human identity - the brain - and finally into a patient and a new father. What makes life worth living in the face of death? What do you do when when life is catastrophically interrupted? What does it mean to have a child as your own life fades away? Paul Kalanithi died while working on this profoundly moving book, yet his words live on as a guide to us all. When Breath Becomes Air is a life-affirming reflection on facing our mortality and on the relationship between doctor and patient, from a gifted writer who became both.",1784701998,9781784701994,260,Death,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
vbS4wAEACAAJ,lpNgf8pFAVA,Homo Deus,,Yuval Noah Harari,Arrow,2017-03-23,"THE MILLION COPY BESTSELLERSapiensshows us where we came from. Homo Deusshows us where we?re going.Yuval Noah Hararienvisions a near future in which we face a new set of challenges. Homo Deusexplores the projects, dreams and nightmares that will shape the twenty-first century and beyond - from overcoming death to creating artificial life.It asks the fundamental questions- how can we protect this fragile world from our own destructive power? And what does our future hold?'Homo Deuswill shock you. It will entertain you. It will make you think in ways you had not thought before? Daniel Kahneman",1784703931,9781784703936,513,"Civilization, Modern",en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
CY5stwEACAAJ,f3515juh9UM,Brief Answers to the Big Questions,,Stephen Hawking,,2018,Offers the renowned scientist's final thoughts on using science to address the most important challenges facing humanity.,1473695988,9781473695986,0,Inquiry (Theory of knowledge),en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
6KxItwAACAAJ,cjMD0eYkp/0,The Man who Mistook His Wife for a Hat,,Oliver Sacks,Picador,2011,"In his most extraordinary book, Oliver Sacks recounts the stories of patients lost in the bizarre, apparently inescapable world of neurological disorders. These are case studies of people who have lost their memories and with them the greater part of their pasts; who are no longer able to recognise people or common objects. In Dr Sacks's splendid and sympathetic telling, each tale is a unique and deeply human study of life struggling against incredible adversity.",0330523627,9780330523622,0,Psychology,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
xCvztgAACAAJ,joQA6/CWD+4,A Brief History of Time,From the Big Bang to Black Holes,Stephen Hawking,Bantam Press,2011-08-01,"Was there a beginning of time? Could time run backwards? Is the universe infinite or does it have boundaries? These are just some of the questions considered in an internationally acclaimed masterpiece by one of the world's greatest thinkers. It begins by reviewing the great theories of the cosmos from Newton to Einstein, before delving into the secrets which still lie at the heart of space and time, from the Big Bang to black holes, via spiral galaxies and strong theory. To this day A Brief History of Time remains a staple of the scientific canon, and its succinct and clear language continues to introduce millions to the universe and its wonders.",0857501003,9780857501004,240,Science,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
vFlKvgAACAAJ,G1zy5JSEKC0,The Clever Guts Diet,How to Revolutionise Your Body from the Inside Out,Michael Mosley,,2017-05-18,"""Your guts have an astonishing degree of control over your mood, hunger, and general health. 'The Clever Guts Diet' is a book that celebrates this hugely under-rated organ and shows you what you need to do to keep it in prime condition.""--Publisher description.",1780723040,9781780723044,0,Cooking,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
I_sOrgEACAAJ,wO+NeG/6C3Y,Being Mortal,"Illness, Medicine and what Matters in the End",Atul Gawande,,2015,"From the international bestselling author of Better, Complications and The Checklist Manifesto and Reith Lecturer 2014, a revolutionary and emotionally searing account of death, dying and medicine.",1846685826,9781846685828,0,Aging,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
3IWKOZM-8isC,KdrcIh7it5g,The Power of Habit,Why We Do what We Do and how to Change,Charles Duhigg,Random House,2013,"Takes you to the edge of scientific discoveries that explain why habits exist and how they can be changed. This book brings to life a whole new understanding of human nature and its potential for transformation. It shows, by harnessing this science, we can transform our businesses, our communities, and our lives.",1847946240,9781847946249,402,Psychology,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
ffFnjwEACAAJ,+y2w+cy54qM,Gut,The Inside Story of Our Body's Most Under-Rated Organ,Giulia Enders,,2016-05,"With quirky charm, rising science star Giulia Enders explains the gut's magic, answering questions like: Why does acid reflux happen? What's really up with gluten and lactose intolerance? How does the gut affect obesity and mood? Enders's beguiling manifesto will make you finally listen to those butterflies in your stomach: they're trying to tell you something important.",1925228606,9781925228601,272,Intestines,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
lbgAsJi1plwC,ciJwDY2WXeY,The Brain That Changes Itself,Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,Penguin UK,2008-08-07,"Meet the ninety year old doctor, who, with the aid of a few simple exercises, is still practising medicine. His is just one of the incredible stories brain expert Norman Doidge tells as he reveals our brain's remarkable ability to repair itself through the power of positive thought. In The Brain That Changes Itself Doidge introduces us to the fascinating stories at the cutting edge of the brain science and the emerging discipline of 'neuroplasticity' . We meet the stroke victim who unable to feed or dress himself learned to move and talk again, the woman with a rare brain condition that left her feeling as though she was perpetually falling but who through a series of exercises rewired her brain to overcome this and the maverick scientists over turning centuries of assumptions about the brain and it's capacity for renewal. Doidge shows how their incredible work is helping the blind to see, the deaf to hear and causing Nobel laureates to rethink our model of the brain. This remarkable book will leave you with a sense of wonder at the capabilities of the human brain and the power to change which lies within all of us.",014103887X,9780141038872,460,Family & Relationships,en,VN,NOT_FOR_SALE,False,True,True,VN,NO_PAGES,False
ll-NEAAAQBAJ,TlvC1zMJFX4,Astrophysics for People in a Hurry,,Neil deGrasse Tyson,National Geographic Books,2017-05-02,"Over a year on the New York Times bestseller list and more than a million copies sold. The essential universe, from our most celebrated and beloved astrophysicist. What is the nature of space and time? How do we fit within the universe? How does the universe fit within us? There’s no better guide through these mind-expanding questions than acclaimed astrophysicist and best-selling author Neil deGrasse Tyson. But today, few of us have time to contemplate the cosmos. So Tyson brings the universe down to Earth succinctly and clearly, with sparkling wit, in tasty chapters consumable anytime and anywhere in your busy day. While you wait for your morning coffee to brew, for the bus, the train, or a plane to arrive, Astrophysics for People in a Hurry will reveal just what you need to be fluent and ready for the next cosmic headlines: from the Big Bang to black holes, from quarks to quantum mechanics, and from the search for planets to the search for life in the universe.",0393609391,9780393609394,0,Science,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
Jmj9jgEACAAJ,MBI2lKRHLjs,Prisoners of Geography,Ten Maps That Tell You Everything You Need to Know about Global Politics,Tim Marshall,Elliott & Thompson Limited,2016,"All leaders are constrained by geography. Their choices are limited by mountains, rivers, seas and concrete. Yes, to understand world events you need to understand people, ideas and movements...but if you dont know geography, youll never have the full picture.; To understand Putins actions, for example, it is essential to consider that, to be a ......",1783962437,9781783962433,320,Geopolitics,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
tUr-rQEACAAJ,leMEyR0cuOo,What If?,Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,John Murray,2015-09-24,"THE SUNDAY TIMES BESTSELLER From the creator of the wildly popular xkcd.com, hilarious and informative answers to important questions you probably never thought to ask. Millions visit xkcd.com each week to read Randall Munroe's iconic webcomic. Fans ask him a lot of strange questions: How fast can you hit a speed bump, driving, and live? When (if ever) did the sun go down on the British Empire? When will Facebook contain more profiles of dead people than living? How many humans would a T Rex rampaging through New York need to eat a day? In pursuit of answers, Munroe runs computer simulations, pores over stacks of declassified military research memos, solves differential equations and consults nuclear reactor operators. His responses are masterpieces of clarity and hilarity, complemented by comics. They often predict the complete annihilation of humankind, or at least a really big explosion.",1848549563,9781848549562,320,,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
OwVrSMQPPowC,cCc3nGMMOsU,"Guns, Germs and Steel","A Short History of Everybody for the Last 13,000 Years",Jared M. Diamond,Random House,1998,"This book answers the most obvious, the most important, yet the most difficult question about human history: why history unfolded so differently on different continents. Geography and biography, not race, moulded the contrasting fates of Europeans, Asians",0099302780,9780099302780,62,History,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
2rTvWBlaht4C,1LTj5CjnqV4,Where Did I Come From?,An Illustrated Childrens Book on Human Sexuality,Peter Mayle,Lyle Stuart,1977,"“I give this book top grades for humanness and honesty. Some parents will find that its humorousness helps them over the embarrassment.” —Dr. Spock Over A Million Copies Sold! An international and beloved bestselling children’s classic, Where Did I Come From? helps parents and their curious children get up close and personal with the intimate world of human sexuality in the form of a picture book. Told in an age-appropriate voice respectful of young people’s natural intelligence and warmly and relatably illustrated throughout, Where Did I Come From? creates a safe space where families can learn about the traditional facts of life—from the different parts of the body to orgasm to birth. If you’ve been wondering how to have this talk with your children, look no further for a trusted resource that will give you the tools you need to share this critical information sensitively and factually. “The best description of sexual intercourse that is out there for children.” —Sexedrescue.com “You can't deny Mayle's talent for translating adult experience into child-level concepts.” —Kirkus Reviews",0818402539,9780818402531,52,Family & Relationships,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
kgwavgAACAAJ,sAY1Fsm0FTs,Lion: A Long Way Home,,Saroo Brierley,,2017-01-12,"*** NOW NOMINATED FOR SIX OSCARS, INCLUDING BEST PICTURE, SUPPORTING ACTOR AND SUPPORTING ACTRESS *** Lion is the heartbreaking and inspiring original true story of the lost little boy who found his way home twenty-five years later and is now a major film starring Dev Patel, Nicole Kidman and Rooney Mara. As a five-year old in India, I got lost on a train. Twenty-five years later, I crossed the world to find my way back home. Five-year-old Saroo lived in a poor village in India, in a one-room hut with his mother and three siblings... until the day he boarded a train alone and got lost. For twenty-five years. This is the story of what happened to Saroo in those twenty-five years. How he ended up on the streets of Calcutta. And survived. How he then ended up in Tasmania, living the life of an upper-middle-class Aussie. And how, at thirty years old, with some dogged determination, a heap of good luck and the power of Google Earth, he found his way back home. Lion is a triumphant true story of survival against all odds and a shining example of the extraordinary feats we can achieve when hope endures. 'Amazing stuff' The New York Post 'So incredible that sometimes it reads like a work of fiction' Winnipeg Free Press (Canada) 'A remarkable story' Sydney Morning Herald Review 'I literally could not put this book down. Saroo's return journey will leave you weeping with joy and the strength of the human spirit' Manly Daily (Australia) 'We urge you to step behind the headlines and have a read of this absorbing account...With clear recollections and good old-fashioned storytelling, Saroo...recalls the fear of being lost and the anguish of separation' Weekly Review (Australia)",1405930993,9781405930994,272,,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
u5daSQAACAAJ,qPpnXOdE90U,A Brief History of Time,From the Big Bang to Black Holes,Stephen W. Hawking,Bantam,1989-01-01,"Was there a beginning of time? Could time run backwards? Is the universe infinite or does it have boundaries? These are just some of the questions considered in an internationally acclaimed masterpiece by one of the world's greatest thinkers. It begins by reviewing the great theories of the cosmos from Newton to Einstein, before delving into the secrets which still lie at the heart of space and time, from the Big Bang to black holes, via spiral galaxies and strong theory. To this day A Brief History of Time remains a staple of the scientific canon, and its succinct and clear language continues to introduce millions to the universe and its wonders.",0553176986,9780553176988,211,Astronomy,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
iY9X-ObluhsC,IdsvMUtQy24,Into the Wild,,Jon Krakauer,Pan Macmillan,1998,What would possess a gifted young man recently graduated from college to literally walk away from his life?,0330351699,9780330351690,228,Biography & Autobiography,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
ZL1u5J-k86AC,eI/SRcCfUB0,A Short History of Nearly Everything,,Bill Bryson,Random House,2004,"An easy guide to many scientific mysteries, fully indexed.",0552151742,9780552151740,692,Science,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
z4WPEAAAQBAJ,jSr7GXcHisU,The Salt Path,The uplifting true story. A Sunday Times Bestseller. Now long listed for The Wai nwright Prize,Raynor Winn,National Geographic Books,2019-03-26,"Bring nature into your home with the inspiring true story of hope and the healing powers of the natural world, in one of the most talked about books of the decade FROM THE MILLION-COPY BESTSELLING AUTHOR 'This is what you need right now to muster hope and resilience . . . a beautiful story and a reminder that humans can endure adversity' Stylist 'A beautiful book, it really lives up to the hype . . . an enjoyable, gentle yet moving read' Pandora Sykes on The High Low _________ Just days after Raynor learns that Moth, her husband of 32 years, is terminally ill, their home is taken away and they lose their livelihood. With nothing left and little time, they make the brave and impulsive decision to walk the 630 miles of the sea-swept South West Coast Path, from Somerset to Dorset, via Devon and Cornwall. Carrying only the essentials for survival on their backs, they live wild in the ancient, weathered landscape of cliffs, sea and sky. Yet through every step, every encounter and every test along the way, their walk becomes a remarkable journey. The Salt Path is an honest and life-affirming true story of coming to terms with grief and the healing power of the natural world. Ultimately, it is a portrayal of home, and how it can be lost, rebuilt and rediscovered in the most unexpected ways. _________ THE SUNDAY TIMES BESTSELLER, WINNER OF THE ROYAL SOCIETY LITERATURE CHRISTOPHER BLAND PRIZE & SHORTLISTED FOR THE 2018 COSTA BIOGRAPHY AWARD & WAINWRIGHT GOLDEN BEER BOOK PRIZE 2018 GUARDIAN BEST BOOKS OF SUMMER 'A beautiful, thoughtful, lyrical story of homelessness, human strength and endurance' Guardian 'Mesmerising. It is one of the most uplifting, inspiring books that I've ever read' i 'The most inspirational book of this year' The Times",1405937181,9781405937184,0,Biography & Autobiography,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
q1JScAAACAAJ,YF0ga/PSRGg,The Immortal Life of Henrietta Lacks,,Rebecca Skloot,Pan Publishing,2011,"Her name was Henrietta Lacks, but scientists know her as HeLa. Born a poor black tobacco farmer, her cancer cells - taken without her knowledge - became a multimillion-dollar industry and one of the most important tools in medicine. Yet Henrietta's family did not learn of her 'immortality' until more than twenty years after her death, with devastating consequences . . . Rebecca Skloot's fascinating account is the story of the life, and afterlife, of one woman who changed the medical world forever. Balancing the beauty and drama of scientific discovery with dark questions about who owns the stuff our bodies are made of, The Immortal Life of Henrietta Lacks is an extraordinary journey in search of the soul and story of a real woman, whose cells live on today in all four corners of the world.",0330533444,9780330533447,0,African American women,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
42HcDAAAQBAJ,LgUc+TqXKa0,"Walden, Or, Life in the Woods",,Henry David Thoreau,Courier Corporation,1995,"The author's famous work on his time living on the shores of Walden Pond and ruminating on nature, life, and human existence.",0486284956,9780486284958,228,Literary Collections,en,VN,NOT_FOR_SALE,False,False,True,VN,PARTIAL,False
